field	covariate
anthropology	2.149308778216249
archaeology	2.7212423505014245
art history	4.820055884878552
astronomy	3.3989885269228592
biochemistry	3.8434757341006485
chemistry	4.824292601122417
classics	3.5652413210267473
communications	2.241961995118216
comparative literature	4.18738107862089
computer science	3.85915768380094
earth sciences	3.394836822722745
economics	4.633336836423187
education	4.5276261145241135
engineering	3.136854068483915
english literature	4.076040875307692
evolutionary biology	4.661029164553879
history	2.7997345673647684
linguistics	4.504596009070676
mathematics	4.941465231721292
middle eastern studies	4.358902589974041
molecular biology	4.759077821454225
music	2.679479250789542
neuroscience	2.9359791501873027
philosophy	3.6538443382797636
physics	3.7242218232502906
political science	3.5466151845665252
psychology	3.4782179051085267
sociology	3.5678138093329306
spanish literature	4.672326090350811
statistics	4.325396390519901
