field	covariate
anthropology	4.893287762649862
archaeology	2.7523439865782935
art history	4.684595523331774
astronomy	4.278006412571345
biochemistry	3.3172636068747545
chemistry	2.375521410843162
classics	4.1602611893205665
communications	4.080953603266864
comparative literature	4.57756928459332
computer science	3.8147667701479597
earth sciences	2.6896981040604575
economics	2.8930275673366936
education	4.790651034375472
engineering	3.89328399080388
english literature	4.582137409446286
evolutionary biology	2.663044271605895
history	4.016537414598847
linguistics	3.9712303378532727
mathematics	3.0755768140843722
middle eastern studies	4.5355236854359955
molecular biology	2.6259244570845186
music	3.360665287380009
neuroscience	2.638751780345274
philosophy	4.693629045004948
physics	4.175638915765313
political science	3.620755770842343
psychology	4.199859200492139
sociology	4.6995179474304924
spanish literature	3.491311035089858
statistics	2.1823400719784463
