field	covariate
anthropology	2.181471506351081
archaeology	4.631842611813848
art history	4.929944961512652
astronomy	4.6688410596563825
biochemistry	4.921817870915127
chemistry	2.8632788247121232
classics	3.9647778719130935
communications	3.8605976069076693
comparative literature	4.151518473837192
computer science	4.683822241312834
earth sciences	2.2935362070321976
economics	4.153963916233571
education	2.7723772799022495
engineering	4.965332956028722
english literature	3.58437347317718
evolutionary biology	3.078273729662454
history	2.889733387340521
linguistics	4.923254432253174
mathematics	3.61476359686717
middle eastern studies	4.0585726880775415
molecular biology	3.160439604705607
music	2.9567642342147655
neuroscience	3.705430505394542
philosophy	2.3411385372040425
physics	3.6677125774298647
political science	2.2256949091959304
psychology	4.865014450482319
sociology	3.651380680684788
spanish literature	2.747190353254963
statistics	3.09120400409714
