field	covariate
anthropology	4.046956035366206
archaeology	4.698215736221937
art history	2.3491717498833564
astronomy	4.765641105400832
biochemistry	3.4239482514474373
chemistry	3.585614982106958
classics	3.3286706442090574
communications	2.4802800506528406
comparative literature	3.6550219651308242
computer science	2.5477279884237176
earth sciences	4.769156689470046
economics	2.703717330050617
education	2.758598329380999
engineering	2.751720339996981
english literature	4.775632909686307
evolutionary biology	3.822255140827785
history	4.076030407471517
linguistics	4.710367190099906
mathematics	3.1799991304417823
middle eastern studies	3.138126822120961
molecular biology	4.221481670354376
music	2.395668281160332
neuroscience	3.2113988141825556
philosophy	3.7533822243030337
physics	4.436128609122301
political science	2.2786997761363974
psychology	3.4463792114522853
sociology	3.704961318459202
spanish literature	4.344978370017175
statistics	4.645516187796501
