field	covariate
anthropology	2.5883211101268153
archaeology	2.8898507269615834
art history	4.600897057081122
astronomy	2.4853114461510564
biochemistry	2.2955010340736157
chemistry	4.436781230064207
classics	2.6737870542045594
communications	3.6660200236707365
comparative literature	4.976454955882246
computer science	2.816850280423231
earth sciences	3.411777064356677
economics	4.93970630372017
education	3.5875114164481507
engineering	3.866607908640897
english literature	3.242954461241803
evolutionary biology	4.297041092891149
history	2.179654079376958
linguistics	2.232428006024593
mathematics	2.0902930656972707
middle eastern studies	2.8207712158599563
molecular biology	4.189861709502807
music	4.53813278086953
neuroscience	2.3371065672999864
philosophy	4.43002744698407
physics	4.121045728104315
political science	2.302415997758189
psychology	3.0793897045424194
sociology	3.0423649193555424
spanish literature	2.7997562542572734
statistics	3.102437236338387
