field	covariate
anthropology	3.907923683399912
archaeology	4.344675841519905
art history	2.6403176693381303
astronomy	3.584902226926941
biochemistry	4.234461963343035
chemistry	2.524095594528276
classics	2.0046414492604274
communications	3.384689712575069
comparative literature	2.6014382192752974
computer science	3.9462645640785534
earth sciences	2.7192428886080746
economics	3.9554848674553904
education	3.960308096040945
engineering	4.926245514662324
english literature	3.3096302750499516
evolutionary biology	4.397775139308696
history	4.596279377359704
linguistics	3.916970251301775
mathematics	4.792125640143272
middle eastern studies	2.1607575355906024
molecular biology	3.927535626702667
music	3.5537259938900867
neuroscience	3.0917198725717423
philosophy	2.5226182977168414
physics	2.797237133606231
political science	2.7513524839049053
psychology	4.775210721712278
sociology	3.155124861264746
spanish literature	3.3559213710327676
statistics	4.514861041927476
