field	covariate
anthropology	4.750637395675056
archaeology	3.9673323878597544
art history	4.204823636710227
astronomy	4.841738220098231
biochemistry	3.319174849064899
chemistry	2.83445549727239
classics	3.687507575481669
communications	2.2346555975372597
comparative literature	3.5614910842411236
computer science	3.8260456694468887
earth sciences	4.910688093111767
economics	3.6305791283134448
education	3.280889156439044
engineering	2.285496443356714
english literature	3.1457074451894864
evolutionary biology	4.8499395456766825
history	3.0817117366469113
linguistics	3.1786544735267213
mathematics	3.2876793079460533
middle eastern studies	2.7315286661243174
molecular biology	3.2385597566913784
music	3.775580550382295
neuroscience	2.1568190679086143
philosophy	2.8034416817259014
physics	4.618675747511558
political science	4.480960325452552
psychology	4.814692438446308
sociology	4.660035333358089
spanish literature	3.179858208531312
statistics	3.67519229341696
