field	covariate
anthropology	3.6730535114257217
archaeology	4.45399217343347
art history	2.3730639418851207
astronomy	2.540567639892383
biochemistry	3.0549570949887097
chemistry	3.6668493328114438
classics	2.812419229195317
communications	3.605324647502319
comparative literature	2.3630296722728614
computer science	2.5722901910709273
earth sciences	4.8187344878606275
economics	3.6620540373181116
education	2.412438501388668
engineering	4.148433006606806
english literature	2.071625832164929
evolutionary biology	4.110204321530597
history	2.7338269987354513
linguistics	2.64009472688384
mathematics	4.283107811332849
middle eastern studies	2.535527268839357
molecular biology	2.434551484436342
music	3.6914543898931567
neuroscience	2.3952531816881524
philosophy	4.393975160466193
physics	4.483042232616361
political science	3.8315105333624224
psychology	4.6653771903626176
sociology	2.650767489647996
spanish literature	2.0520777727478867
statistics	3.5206702504237275
