field	covariate
anthropology	3.490799982912436
archaeology	4.857101209225901
art history	4.251064923797671
astronomy	2.401130977320439
biochemistry	2.9823955284760455
chemistry	3.581724319098815
classics	3.0148234345957796
communications	4.6769648376619495
comparative literature	2.8529442689360596
computer science	4.423382129108742
earth sciences	4.595567363897475
economics	3.5073046505248304
education	3.137404019312939
engineering	3.6440977992722337
english literature	3.8105816021419585
evolutionary biology	2.890021277032333
history	2.1990760172807864
linguistics	3.20653352109283
mathematics	4.75508871642278
middle eastern studies	2.6976874553819643
molecular biology	4.291714366888243
music	2.7592709642836786
neuroscience	4.592496584065939
philosophy	2.7821808422425787
physics	4.108590823044203
political science	2.820364245692975
psychology	3.6826605901355807
sociology	2.6028081324751327
spanish literature	4.6313877131026455
statistics	2.289674102512858
