field	covariate
anthropology	2.28665967153502
archaeology	4.584001349210063
art history	4.148299008179224
astronomy	3.3085094101083685
biochemistry	4.462066604864299
chemistry	3.516494611551667
classics	2.49803757411838
communications	2.333264227064006
comparative literature	2.493960538354466
computer science	4.2154608053813245
earth sciences	3.204817682195002
economics	4.637997487804345
education	4.1682235936089205
engineering	2.3662227994116933
english literature	3.9126085456904227
evolutionary biology	4.856307681627318
history	3.914499015381701
linguistics	4.149033281324731
mathematics	3.5041274326344776
middle eastern studies	4.438826006759831
molecular biology	3.11254877919451
music	4.887727216896344
neuroscience	2.761458628668388
philosophy	3.9411008166190284
physics	4.58599058227472
political science	3.4551186753701115
psychology	2.9077596760060906
sociology	2.70490232009506
spanish literature	3.6758169335070052
statistics	2.0893431402219353
