"filename","beta"
"1035944405",-0.0625951074872157
"1051476786",0.73687962399376
"1095365104",-0.482680137324083
"1137865850",-0.805335567946918
"1142296452",0.308753966330307
"1149111950",0.293714065517243
"1151983729",0.0959516313006673
"1162770937",-0.442947854042797
"1166890794",-0.696471176988703
"1191665295",0.596056800245656
"1228470347",0.279835994666125
"1251922618",0.295843320784264
"1272702434",-0.0726100993051848
"1274379126",-0.510427816078571
"1285917776",0.660376177656393
"1288887262",0.998444766890066
"1292928511",-0.29350584875034
"1312110453",0.157244548321201
"1344840772",-0.447458056520454
"1364910724",-0.212439291907784
"1366374877",0.365357666704693
"138967039",-0.488815025591866
"1405593692",0.448058695383124
"1428464477",-0.473782874250897
"1434768232",0.321771095941833
"1466574834",-0.366511135755714
"1497987939",0.285851522111746
"1509227352",-0.1408402997599
"1537631180",-0.831095262917575
"1543149822",-0.81320995411406
"1552504415",-0.0444627586662898
"1556656590",-0.855258562075675
"1561450867",0.219311009794758
"1594923777",-0.570178906021392
"1606636689",-0.32448371859034
"1633313630",-0.655277295196411
"1641283242",0.733196132350681
"1652128503",-0.781751932939787
"1669286221",0.63285329417366
"1679928642",-0.899142442577054
"1693019590",0.766007702027491
"1704926247",0.499207646112969
"1711035679",-0.374420213825614
"1714994510",0.765554361895876
"1728321972",1.00590743914044
"1743305020",0.275444651670292
"1789313864",-0.067259068303383
"1792070891",-0.921665517147257
"1828079592",-0.165801988482476
"1841083162",0.786824738262619
"1844546914",-0.237506566053587
"189318957",-0.562134691720673
"1942168907",0.208324311976015
"1947787949",0.653973197799442
"198463556",-0.516911216388936
"1986549843",0.875479316187291
"2006033029",-0.845652038806239
"2022393959",0.612053644045912
"2054203180",0.145315710677947
"2065635949",-0.515370238270902
"2068989053",-0.484733276746971
"2075668855",-0.17443234697179
"2105308931",-0.871779956675154
"2107458662",0.76516682577494
"2118781222",-0.632826543752644
"2124783317",-0.0730721805449018
"2141643654",0.62065463433084
"2159019540",0.00921781467202751
"2163405012",0.348955504447193
"2188738538",0.905586637543091
"2192673646",-0.221640408906382
"2246368762",-0.770908084062822
"2247925692",-0.371289195725071
"228558132",0.602410904487536
"2315822993",-0.0214887893732777
"2325783657",-0.0568974193308446
"2328276696",-0.611199948903557
"2336960131",-0.579491338555897
"2352648229",-0.352121383885196
"2358772244",0.728144105870468
"2363047508",0.252392656586393
"2368958131",0.0214447804605416
"2470522303",-0.275677176157613
"2471747735",0.125190243950032
"2478924037",0.888420616104726
"2479009453",-0.00846479142632476
"2488299879",-0.0706957014290958
"2495601427",0.284763746012468
"2501811528",0.196628133113241
"255850307",0.00033890966301857
"2564271517",-0.9002487702842
"2572632006",-0.850112478330024
"257469001",-0.395968089448181
"2640216797",-0.0334426135027019
"2654129316",0.194252500042915
"2667665273",-0.682614414523183
"2676082958",0.407983462390994
"2695511000",-0.233551951751273
"2700901612",0.902833333614445
"2717127023",0.729597499256545
"2747643999",0.886476727290517
"2751389282",0.202865008529053
"2757493690",0.498414084086355
"2762692885",0.807117507911166
"2771096268",-0.260242629920308
"2776428316",-0.668157932771643
"2777225281",-0.0533802163973664
"2785723425",0.154510984264401
"2808525834",-0.59307364564881
"2815722346",0.0543100035961469
"2842503757",-0.19341322345978
"2868517934",0.573354513772913
"2877338926",-0.43365889638113
"2894907302",-0.522089960868835
"2898354925",-0.896458535322991
"2929902124",0.421697946147618
"2935362729",-0.398394483104206
"2937366657",0.421545793576244
"2960141122",0.28605741175113
"2971464007",-0.151987840259445
"3002263950",0.354201107956978
"301472914",0.200122486882122
"3032034888",-0.122762174911343
"3037211863",-0.415279485461377
"3039763238",0.571396295647412
"3065932651",0.197921369477394
"307716172",-0.828765918766064
"3089707154",0.65553414906599
"3092150449",0.75422001597376
"3092613579",0.665601949123128
"3113682449",0.935419991013761
"3129503975",-0.029970035033345
"3136911774",0.487662300412096
"313807601",-0.958486409650021
"3217796130",0.517700012990932
"3236504266",-0.0131310105132572
"3309664225",-0.194193508916432
"3370369772",0.00670443615643179
"3400627888",0.652463910128323
"3413925880",0.358092339474024
"3420507647",0.8920582092171
"3472444525",-0.92845986654436
"3478291706",-0.397506513340397
"3486963831",0.513036914815102
"3496222591",0.1163839314525
"3529608808",0.804048562172677
"3535019592",0.629611933521605
"3541573568",0.868737450471233
"3571684817",-1.00015116368887
"3575527942",0.348544469650384
"3589436219",0.174093078040694
"3607681926",0.261501158303338
"3641862948",-0.79427223350094
"3643453925",-0.428999916547305
"3676211943",0.687810385526886
"3679259825",-0.252850144935908
"3699342974",-0.662945999007701
"3713541576",-0.0843977344125683
"3730157402",0.653509540040753
"3748303709",-0.842733255038541
"3752866157",-1.00269382156041
"3756732921",-0.585815677102155
"3758550548",0.797516791512799
"3765776835",0.36835726367291
"3766174258",0.154726325349793
"3799828801",0.195671600353375
"3802774019",-0.10753048864854
"3809834509",-0.102813960399904
"3829187456",-0.208214121961391
"3861965337",-0.587798150026173
"3881682165",0.146583821979567
"3893049166",-0.214310960837479
"3922832112",-0.297809508593453
"3988937334",-0.536496274158408
"4026714413",-0.775854621404766
"4031228795",-0.165850841615995
"4032274912",-0.709978058829541
"4049601074",0.948799106311434
"4051277449",0.352390249119246
"4075660794",0.0701567802528391
"409856383",-0.589692865360887
"4108737019",0.514001270044516
"4135034956",-0.531787880796276
"4196573837",0.104909974394132
"4199331284",0.697025452643807
"4202346228",0.226390169717524
"4253532928",0.0931992640295241
"4298945537",-0.308345636170156
"4344451122",0.635978954296097
"4415968347",-0.419662530017941
"4423710220",-0.899333469006327
"4441784566",0.626262575400073
"4442098533",0.554518946431772
"4538959278",-0.905316424136081
"4551930844",0.77646957881885
"4557639638",-0.000849789129031403
"4579133090",-0.291772246810634
"4583745220",-0.134746445345461
"4587890412",0.123507681631099
"4592022764",-0.826428699283473
"4630555486",-0.812516831339111
"4644284444",-0.185947968376857
"4654546567",0.774700421375659
"4666675028",-0.590203706086317
"4676110415",0.306971642004628
"469772734",-0.628572272174153
"4823473334",-0.712653609691285
"4851002532",0.0249840967103116
"4866811002",-0.6944259089047
"4881414066",0.480133734320069
"4892179892",0.530975316418086
"4915601759",0.935160280636553
"4939106105",0.261980208582641
"4941925550",-0.802014112274657
"4951014120",0.730276914847529
"4952675866",0.764138091937191
