field	covariate
anthropology	3.8112763760601887
archaeology	2.1046363714367944
art history	3.0925490523068486
astronomy	2.607371926860478
biochemistry	3.108758076769222
chemistry	3.328656113072712
classics	2.791532477545697
communications	4.1722426493478
comparative literature	2.683376056940847
computer science	4.145726937817461
earth sciences	4.207172932245651
economics	2.6314400878043487
education	3.3362297014685316
engineering	4.250814859906458
english literature	2.2114422144649426
evolutionary biology	3.126002401472882
history	3.1499537156043718
linguistics	2.887492311012872
mathematics	3.4117065160720372
middle eastern studies	4.832126804327748
molecular biology	4.937366973347048
music	2.0759198473971536
neuroscience	2.371917296306914
philosophy	3.175600790008536
physics	4.158796005074403
political science	2.290413651220071
psychology	2.043945653524503
sociology	2.530927281065006
spanish literature	4.726466134654968
statistics	2.351722871971661
