field	covariate
anthropology	2.5390809392566034
archaeology	2.5304472441578025
art history	2.574919976801067
astronomy	2.198113027702507
biochemistry	2.906864226827235
chemistry	2.2326307372138543
classics	3.82055542120935
communications	2.443221509992492
comparative literature	3.484232172756713
computer science	2.4003890375569807
earth sciences	3.320291205207208
economics	3.834998838937273
education	2.6631977737328194
engineering	2.9280735089226244
english literature	3.344622981730887
evolutionary biology	4.708383669229946
history	3.2160882657104137
linguistics	3.4908193033339585
mathematics	2.9227576250985123
middle eastern studies	2.8607375714498353
molecular biology	2.9191951996467265
music	2.482778213469773
neuroscience	3.7508141670882686
philosophy	3.7826288153023055
physics	2.545203167026679
political science	4.4397604628221
psychology	2.0202255922464953
sociology	3.3915825286254817
spanish literature	4.426451805577313
statistics	2.464196693564966
