field	covariate
anthropology	2.0791293353458276
archaeology	4.831888152222877
art history	3.742369153898446
astronomy	3.8169888054860572
biochemistry	4.932568116160072
chemistry	2.8970194090744616
classics	3.9205219980877555
communications	3.0136271509597865
comparative literature	3.2136218292105982
computer science	3.031968673735342
earth sciences	3.918433983327916
economics	4.544804245756552
education	3.5117806290785145
engineering	4.5722522663105805
english literature	4.451042390330353
evolutionary biology	3.0085375298746664
history	3.6443551459082943
linguistics	4.443225335986018
mathematics	3.9422674783726923
middle eastern studies	2.607729170066748
molecular biology	4.033231072469215
music	3.2594411722146903
neuroscience	2.5742478382026697
philosophy	4.370933616118933
physics	3.3798341337349984
political science	3.7224832776933034
psychology	4.729306529642849
sociology	4.053753193826279
spanish literature	4.381804163169764
statistics	4.755576776211538
