field	covariate
anthropology	3.8254794641809466
archaeology	3.7262676693217633
art history	4.862719426584217
astronomy	3.6063551953431774
biochemistry	3.556310105373395
chemistry	4.953084551498245
classics	3.7527830799752624
communications	2.2138727032221044
comparative literature	4.239706392869432
computer science	3.0627477743604525
earth sciences	4.3813170502854195
economics	2.402793952319828
education	2.5833560305456915
engineering	2.8119026297632947
english literature	2.5174173763274075
evolutionary biology	4.239620414260338
history	4.714540103655398
linguistics	3.065249880977544
mathematics	4.37777416229099
middle eastern studies	4.920008787730218
molecular biology	2.927626997424416
music	4.844981404490435
neuroscience	4.617151872938238
philosophy	2.4426620275496576
physics	3.6462483455062555
political science	3.3726178994225426
psychology	4.360260877574661
sociology	2.842370956076464
spanish literature	3.4404258729488983
statistics	3.4123373325382995
