field	covariate
anthropology	3.247284946600688
archaeology	3.707990550602202
art history	4.349541649119792
astronomy	4.733718160511829
biochemistry	3.676755954002185
chemistry	4.253617257214307
classics	3.800576343066714
communications	4.826528581535124
comparative literature	4.5397470005200296
computer science	3.596894628799779
earth sciences	3.0464994121664066
economics	3.144730039623211
education	3.655430115481206
engineering	3.6100475449188907
english literature	3.263944966612146
evolutionary biology	4.485805789738542
history	3.665049697469682
linguistics	2.107219515124897
mathematics	2.1272585995770603
middle eastern studies	4.310412789448999
molecular biology	2.9392235365891493
music	3.4380771000627957
neuroscience	2.851964921378564
philosophy	4.934668457458185
physics	2.6182110323736976
political science	4.341111776550713
psychology	2.494146164918156
sociology	3.9633023130716256
spanish literature	3.8853060255197676
statistics	3.9674982546788664
