from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	10	160
anthropology	archaeology	2	2
anthropology	art history	3	1
anthropology	astronomy	6	7
anthropology	biochemistry	3	6
anthropology	chemistry	1	16
anthropology	classics	225	121
anthropology	communications	6	33
anthropology	comparative literature	42	34
anthropology	computer science	12	90
anthropology	earth sciences	68	136
anthropology	economics	64	3
anthropology	education	75	40
anthropology	engineering	4	29
anthropology	english literature	6	17
anthropology	evolutionary biology	34	31
anthropology	history	1	23
anthropology	linguistics	7	18
anthropology	mathematics	71	128
anthropology	middle eastern studies	37	104
anthropology	molecular biology	11	14
anthropology	music	131	173
anthropology	neuroscience	20	17
anthropology	philosophy	45	41
anthropology	physics	21	42
anthropology	political science	326	159
anthropology	psychology	58	35
anthropology	sociology	416	75
anthropology	spanish literature	36	32
anthropology	statistics	479	135
archaeology	anthropology	45	7
archaeology	archaeology	184	46
archaeology	art history	8	0
archaeology	astronomy	22	5
archaeology	biochemistry	70	35
archaeology	chemistry	75	206
archaeology	classics	76	10
archaeology	communications	220	164
archaeology	comparative literature	148	13
archaeology	computer science	110	109
archaeology	earth sciences	14	16
archaeology	economics	23	4
archaeology	education	22	1
archaeology	engineering	26	65
archaeology	english literature	57	13
archaeology	evolutionary biology	412	90
archaeology	history	44	195
archaeology	linguistics	39	27
archaeology	mathematics	4	1
archaeology	middle eastern studies	37	34
archaeology	molecular biology	51	40
archaeology	music	17	22
archaeology	neuroscience	183	4
archaeology	philosophy	3	0
archaeology	physics	44	5
archaeology	political science	271	43
archaeology	psychology	23	5
archaeology	sociology	159	127
archaeology	spanish literature	100	5
archaeology	statistics	20	4
art history	anthropology	7	3
art history	archaeology	10	16
art history	art history	15	14
art history	astronomy	5	37
art history	biochemistry	1	12
art history	chemistry	10	43
art history	classics	19	21
art history	communications	32	176
art history	comparative literature	2	16
art history	computer science	84	233
art history	earth sciences	8	50
art history	economics	76	23
art history	education	11	60
art history	engineering	68	93
art history	english literature	11	124
art history	evolutionary biology	12	22
art history	history	4	35
art history	linguistics	23	21
art history	mathematics	5	19
art history	middle eastern studies	10	81
art history	molecular biology	1	0
art history	music	6	94
art history	neuroscience	56	37
art history	philosophy	38	320
art history	physics	0	0
art history	political science	63	47
art history	psychology	503	139
art history	sociology	28	25
art history	spanish literature	84	61
art history	statistics	23	50
astronomy	anthropology	275	149
astronomy	archaeology	4	0
astronomy	art history	33	14
astronomy	astronomy	3	0
astronomy	biochemistry	123	22
astronomy	chemistry	2	1
astronomy	classics	20	0
astronomy	communications	50	41
astronomy	comparative literature	34	5
astronomy	computer science	0	4
astronomy	earth sciences	34	4
astronomy	economics	755	28
astronomy	education	10	12
astronomy	engineering	0	0
astronomy	english literature	110	53
astronomy	evolutionary biology	53	23
astronomy	history	0	2
astronomy	linguistics	1	0
astronomy	mathematics	4	6
astronomy	middle eastern studies	55	9
astronomy	molecular biology	41	5
astronomy	music	143	102
astronomy	neuroscience	67	3
astronomy	philosophy	1	0
astronomy	physics	114	30
astronomy	political science	10	0
astronomy	psychology	783	93
astronomy	sociology	107	5
astronomy	spanish literature	29	1
astronomy	statistics	49	1
biochemistry	anthropology	16	5
biochemistry	archaeology	7	1
biochemistry	art history	3	5
biochemistry	astronomy	141	452
biochemistry	biochemistry	2	4
biochemistry	chemistry	24	47
biochemistry	classics	46	45
biochemistry	communications	101	39
biochemistry	comparative literature	17	17
biochemistry	computer science	15	5
biochemistry	earth sciences	169	358
biochemistry	economics	48	18
biochemistry	education	32	60
biochemistry	engineering	0	2
biochemistry	english literature	28	80
biochemistry	evolutionary biology	3	3
biochemistry	history	12	18
biochemistry	linguistics	34	38
biochemistry	mathematics	16	3
biochemistry	middle eastern studies	22	15
biochemistry	molecular biology	28	11
biochemistry	music	32	97
biochemistry	neuroscience	26	48
biochemistry	philosophy	264	574
biochemistry	physics	2	2
biochemistry	political science	133	33
biochemistry	psychology	15	4
biochemistry	sociology	80	62
biochemistry	spanish literature	31	125
biochemistry	statistics	2	65
chemistry	anthropology	139	21
chemistry	archaeology	6	0
chemistry	art history	70	5
chemistry	astronomy	22	3
chemistry	biochemistry	20	3
chemistry	chemistry	18	16
chemistry	classics	876	3
chemistry	communications	33	6
chemistry	comparative literature	74	27
chemistry	computer science	15	13
chemistry	earth sciences	7	5
chemistry	economics	26	0
chemistry	education	22	0
chemistry	engineering	58	15
chemistry	english literature	41	73
chemistry	evolutionary biology	131	15
chemistry	history	1	3
chemistry	linguistics	4	0
chemistry	mathematics	64	24
chemistry	middle eastern studies	41	10
chemistry	molecular biology	3	1
chemistry	music	11	1
chemistry	neuroscience	24	0
chemistry	philosophy	46	13
chemistry	physics	3	0
chemistry	political science	132	28
chemistry	psychology	39	8
