field	covariate
anthropology	2.2142517068679934
archaeology	2.911614614377241
art history	3.3106479231486055
astronomy	2.7236764649658043
biochemistry	2.516474990696393
chemistry	3.6889248718782346
classics	2.533295087170208
communications	4.936716807866794
comparative literature	2.0555900786335632
computer science	2.3531021711524716
earth sciences	3.0126531631185647
economics	4.869315698343083
education	2.0512455331324624
engineering	3.7262394987712275
english literature	2.1222663737890772
evolutionary biology	4.467998431348626
history	4.274657998929083
linguistics	4.431824038212785
mathematics	2.4186752355778145
middle eastern studies	3.7533087869296167
molecular biology	3.9150968442884633
music	3.6431815841578836
neuroscience	3.524377067305016
philosophy	2.4193319364622385
physics	2.5824856789745088
political science	2.9287076191524424
psychology	4.540241508288786
sociology	4.030998475036574
spanish literature	4.4362597643487165
statistics	4.694570936382847
