from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	0	2
anthropology	archaeology	20	18
anthropology	art history	0	1
anthropology	astronomy	41	382
anthropology	biochemistry	1	0
anthropology	chemistry	53	125
anthropology	classics	4	120
anthropology	communications	2	29
anthropology	comparative literature	4	1
anthropology	computer science	10	184
anthropology	earth sciences	0	5
anthropology	economics	5	394
anthropology	education	7	202
anthropology	engineering	1	2
anthropology	english literature	6	6
anthropology	evolutionary biology	3	8
anthropology	history	2	29
anthropology	linguistics	1	1
anthropology	mathematics	11	30
anthropology	middle eastern studies	4	5
anthropology	molecular biology	1	1
anthropology	music	4	38
anthropology	neuroscience	7	7
anthropology	philosophy	67	718
anthropology	physics	93	176
anthropology	political science	0	0
anthropology	psychology	0	12
anthropology	sociology	1	7
anthropology	spanish literature	18	38
anthropology	statistics	7	0
archaeology	anthropology	5	2
archaeology	archaeology	13	3
archaeology	art history	3	4
archaeology	astronomy	91	102
archaeology	biochemistry	2	19
archaeology	chemistry	20	7
archaeology	classics	39	27
archaeology	communications	32	9
archaeology	comparative literature	33	1
archaeology	computer science	3	18
archaeology	earth sciences	2	5
archaeology	economics	70	52
archaeology	education	40	56
archaeology	engineering	11	1
archaeology	english literature	4	1
archaeology	evolutionary biology	16	99
archaeology	history	2	26
archaeology	linguistics	81	68
archaeology	mathematics	55	7
archaeology	middle eastern studies	11	19
archaeology	molecular biology	3	0
archaeology	music	20	7
archaeology	neuroscience	2	7
archaeology	philosophy	25	19
archaeology	physics	286	366
archaeology	political science	0	1
archaeology	psychology	27	42
archaeology	sociology	1	0
archaeology	spanish literature	1	1
archaeology	statistics	7	1
art history	anthropology	1	5
art history	archaeology	6	2
art history	art history	2	6
art history	astronomy	32	210
art history	biochemistry	1	8
art history	chemistry	19	187
art history	classics	19	80
art history	communications	11	9
art history	comparative literature	3	0
art history	computer science	30	29
art history	earth sciences	37	11
art history	economics	38	112
art history	education	106	200
art history	engineering	26	4
art history	english literature	12	2
art history	evolutionary biology	16	96
art history	history	81	403
art history	linguistics	13	26
art history	mathematics	21	24
art history	middle eastern studies	19	46
art history	molecular biology	4	1
art history	music	2	5
art history	neuroscience	0	2
art history	philosophy	56	371
art history	physics	167	164
art history	political science	1	1
art history	psychology	35	20
art history	sociology	5	20
art history	spanish literature	4	5
art history	statistics	2	1
astronomy	anthropology	10	1
astronomy	archaeology	317	20
astronomy	art history	15	0
astronomy	astronomy	31	81
astronomy	biochemistry	80	22
astronomy	chemistry	4	0
astronomy	classics	32	5
astronomy	communications	72	23
astronomy	comparative literature	18	0
astronomy	computer science	14	6
astronomy	earth sciences	197	8
astronomy	economics	38	3
astronomy	education	7	1
astronomy	engineering	259	15
astronomy	english literature	56	2
astronomy	evolutionary biology	31	3
astronomy	history	131	53
astronomy	linguistics	28	1
astronomy	mathematics	269	16
astronomy	middle eastern studies	36	5
astronomy	molecular biology	410	20
astronomy	music	122	4
astronomy	neuroscience	85	9
astronomy	philosophy	182	56
astronomy	physics	2	0
astronomy	political science	424	192
astronomy	psychology	282	150
astronomy	sociology	135	1
astronomy	spanish literature	36	29
astronomy	statistics	515	6
biochemistry	anthropology	0	0
biochemistry	archaeology	9	2
biochemistry	art history	4	9
biochemistry	astronomy	15	106
biochemistry	biochemistry	32	55
biochemistry	chemistry	6	132
biochemistry	classics	195	134
biochemistry	communications	81	42
biochemistry	comparative literature	24	1
biochemistry	computer science	5	15
biochemistry	earth sciences	7	12
biochemistry	economics	42	330
biochemistry	education	1	6
biochemistry	engineering	21	8
biochemistry	english literature	9	1
biochemistry	evolutionary biology	48	26
biochemistry	history	67	397
biochemistry	linguistics	28	2
biochemistry	mathematics	21	1
biochemistry	middle eastern studies	2	6
biochemistry	molecular biology	4	12
biochemistry	music	6	4
biochemistry	neuroscience	27	15
biochemistry	philosophy	0	6
biochemistry	physics	265	329
biochemistry	political science	28	11
biochemistry	psychology	8	20
biochemistry	sociology	9	1
biochemistry	spanish literature	2	1
biochemistry	statistics	24	11
chemistry	anthropology	63	4
chemistry	archaeology	14	2
chemistry	art history	569	25
chemistry	astronomy	370	170
chemistry	biochemistry	327	20
chemistry	chemistry	167	38
chemistry	classics	102	72
chemistry	communications	280	54
chemistry	comparative literature	32	5
chemistry	computer science	163	89
chemistry	earth sciences	109	89
chemistry	economics	20	1
chemistry	education	71	46
chemistry	engineering	15	2
chemistry	english literature	340	20
